original_id,aug_id,country_name,country_code,map_coordinates,url,data_source,region_name,region_code,title,description,status,stages,date,procurementMethod,budget,currency,buyer,sector,subsector
55,1d389c42-1e77-46f2-bf7b-596ad6b4aaf4,California,US-CA,,https://highways.dot.gov/federal-lands/projects/ca/santa-anita,HighwaysDotGov,"Los Angeles County, California",,Santa Anita Canyon Road,Project DescriptionThe project involves improvements at four separate sites along Santa Anita Canyon Road. Site 1 improvements consist of rock fall hazard mitigation. Site 2 improvements are for construction of a Debris Basin and drainage improvements. Site 4 improvements are roadway reconstruction and stabilization. Site 5 improvements include roadway rehabilitation. (**Note: There were originally 5 sites under design. Site 3 has been removed from the project).,In Development,,Advertise: Spring 2023Construction: Summer 2023 - Spring 2024,,,,"Project Manager:  Mike Daigler, Federal Highway Administration, USDOT",,
56,ba425152-0bd3-41a8-8467-22d879451d22,California,US-CA,,https://highways.dot.gov/federal-lands/projects/ca/blue-lake,HighwaysDotGov,"Modoc County, California",,Blue Lake Road,"Project DescriptionModoc County Roads 64 and 258 (Blue Lake Road) are the primary access to the Modoc National Forest and South Warner Wilderness Area from US Route 395 at Likely, California. The purpose of this project is address the deteriorating condition on Blue Lake Road and unsafe conditions due to rockfall on County Road 64. The scope of this project will provide safety improvements along CR 64 at 2 spot locations, including rockfall hazard mitigation, and 6.5 miles of 3R (pulverize and pave) on Blue Lake Road from just south of the existing bridge over the Pit River up to turnoff for the Blue Lake Campground/South Warner Road intersection. The typical section will be 10-foot lanes and 1-foot shoulders.",In Development,,Advertise Date: Fall 2025Construction Date: Spring - Fall 2026,,,,"Project Manager:  Mike Daigler, Federal Highway Administration, USDOT",,
57,f075143e-70da-48fb-af90-3bd0a5e79919,California,US-CA,,https://highways.dot.gov/federal-lands/projects/ca/monterey-bay-1,HighwaysDotGov,"Santa Cruz County, California",,North Coast Rail Trail,"Project Description
The Central Federal Lands Highway Division (CFL) of the Federal Highway Administration (FHWA), in cooperation with the Santa Cruz County Regional Transportation Commission (RTC), proposes the development of the North Coast Rail Trail Project. The project consists of 7.5 miles of multi-use trail parallel to existing railroad tracks north of the City of Santa Cruz, California. The Project would provide an accessible bicycle/pedestrian path for active transportation, recreation, and environmental and cultural education along the existing rail corridor between Wilder Ranch State Park and Davenport, CA, consistent with the Monterey Bay Sanctuary Scenic Trail (MBSST) Network Master Plan. The limits of the Project are Wilder Ranch Parking Lot on the South (rail mile post 23.6) and a private drive railroad crossing access (rail mile post 28.6) on the north side. The Project would include a paved path with striping, parallel unpaved path and/or shoulder, and parking improvements with trail connections at three locations along the alignment.",In Development,,Advertise: Fall 2023,,,,"Project Manager:  Dustin Robbins, Federal Highway Administration, USDOT",,
58,fe27ec99-bb7d-4d5c-87a5-4ae6d547728e,California,US-CA,,https://highways.dot.gov/federal-lands/projects/ca/np-goga-469-1,HighwaysDotGov,"San Mateo County, California",,Golden Gate National Recreation Area China Beach Access Road,"The project includes improvements to the China Beach area, such as:Addressing the deteriorated retaining walls at China Beach Access RoadUnderground utility improvements to domestic and fire water, wastewater and lift stationParking lot including the sidewalk, entry plaza, seat walls, guard rail, signage, fencing, bike racks, grading and striping plan, accessible parking plan, planting plan, tree protection and removal plan.",In Development,,Advertise: Spring 2022Construction: Summer 2022 - Summer 2023,,,,"Project Manager:  Matt Amboziak, Federal Highway Administration, USDOT",,
59,110fe8e8-998c-4448-bb29-0efcde6f717f,California,US-CA,,https://highways.dot.gov/federal-lands/projects/ca/erfo-plumas-nf-23n18-1,HighwaysDotGov,"Plumas County, California",,Frazier Creek Bridge,"The project involves replacement of the Frazier Creek Bridge on Forest Route 23N18 within Plumas National Forest in Plumas County, CA. The bridge was completely damaged by fire in 2020 and will be fully replaced with prefabricated steel bridges.",In Development,,Advertise: Winter 2022/2023Construction: Summer/Fall 2023,,,,"Project Manager:  Michael Daigler, Federal Highway Administration, USDOT",,
60,53581d1a-a001-495f-a1e7-89c0054d641a,California,US-CA,,https://highways.dot.gov/federal-lands/projects/ca/ftbl-dumont-dunes-1,HighwaysDotGov,"San Bernardino County, California",,Dumont Dunes Road,"This project involved roadway rehabilitation of Dumont Dunes Road starting from the intersection with State Highway 127 and continuing east for 3.9 miles. A new road template will be established, and aggregate road base and a hot mix asphalt pavement surface course added for 3.1 miles. The 0.1 miles entrance to Little Dumont Dunes Road will have similar improvements. The last 0.75 miles of Dumont Dunes Road will be improved with aggregate road base. The staging area and the surface of the fee collection and operations area will be improved. No culverts will be added but existing roadside berms built up over years of grading will be removed to allow sheet drainage and side ditches and/or low areas in the road established where needed. The existing low water crossing will be replaced with a concrete low water crossing of approximately 250-ft in length. Roadway striping will be added to the newly paved section of road and MUTCD signs and other safety improvements investigated and designed.",In Development,,Advertise: Fall 2022Construction: Summer 2023,,,,"Project Manager:  Michael Daigler, Federal Highway Administration, USDOT",,
61,20e9ed6d-85d5-4b2e-8d51-365dd7fce8e2,California,US-CA,,https://highways.dot.gov/federal-lands/projects/ca/erfo-22s01-1,HighwaysDotGov,"Monterey County, California",,Nacimiento Fergusson Road,"The Nacimiento Fergusson Road is located approximately 47 miles south of Monterey, CA. This project includes emergency repair of 13 sites damaged in a high precipitation event in January 2021, which prompted closure of the roadway. Site repairs generally include embankment construction, retaining wall construction, and culvert replacements. In January and March of 2023, two additional high precipitation events caused additional damages at 9 new sites. These new sites were added to the project to provide cost and time efficiencies.FHWA s construction contract was awarded in June of 2023 and onsite construction commenced in September. The anticipated construction completion date was extended to August of 2024 to accommodate the new damaged sites as well as to provide roadway access to local residents. There is ongoing coordination between FHWA, residents, the Los Padres National Forest, and Monterey County to ensure construction is completed in the safest, quickest, and most effective manner. Once completed, the Nacimiento Fergusson Road is expected to be open to the general public.",In Development,,Advertise: Spring 2023Construction: Summer 2023 - Summer 2024,,,,"Project Manager:  Mike Daigler, Federal Highway Administration, USDOT",,
62,564c51a4-f95a-4e52-a86f-332d7c734f1c,California,US-CA,,https://highways.dot.gov/federal-lands/projects/ca/erfo-br-2020-1-1,HighwaysDotGov,"Napa County, California",,Smittle Creek Trail Bridges,"The Smittle Creek Trail Bridges project is located along the western shore of Lake Berryessa, approximately 40 miles west of Sacramento, CA. The project includes the replacement of five pedestrian timber bridges along a narrow trail, that were destroyed in a 2020 fire. The bridge lengths vary between 16 and 26 feet.  The project scope also includes replacement of access control gate, bollards, and signs.",In Development,,Advertise: Summer 2022Construction: Fall 2023,,,,"Project Manager:  Justin Henwood, Federal Highway Administration, USDOT",,
63,cfc6b795-6af6-45f4-bf00-9d480503d664,California,US-CA,,https://highways.dot.gov/federal-lands/projects/ca/flap-la-10-1,HighwaysDotGov,"Los Angeles County, California",,Mt Baldy Road,"Mt. Baldy Road accesses one of the most highly visited areas of the Angeles National Forest.  The National Visitor Use Monitoring (NVUM) estimate of entire Angeles NF visitation in Fiscal Year 2016 was 2,880,000 National Forest visits including ski visits.  The proposed roadway rehabilitation will improve access for visitors to the Angeles National Forest specifically the Mt. Baldy Resort, Ice House Canyon Trailhead, and Mt Baldy Village.  The proposed project will increase safety by improving the pavement surface conditions within Federal Lands ensuring that the amenities can be enjoyed by all.  In addition, shoulder grading will improve drainage and reduce soil erosion extending the service life of the roadway. The proposed Project includes 5.44 miles of roadway resurfacing including cold milling, Asphalt-Rubber Hot Mix (ARHM) overlay, dig-outs, and shoulder grading.  Safety improvements will include new guardrails, and Manual on Uniform Traffic Control Devices  (MUTCD) signage and striping.  The safety elements will improve sight distance and provide overall safer operations on the roadway.",In Development,,Advertise: Fall/Winter 2029Construction: Spring - Summer 2030,,,,"Project Manager:  Michael Daigler, Federal Highway Administration, USDOT",,
64,73b2b900-d2e6-4178-9df3-9d2ffa79ec59,California,US-CA,,https://highways.dot.gov/federal-lands/projects/ca/reds-meadow,HighwaysDotGov,"Madera County, California",,Reds Meadow Road,"Project Description
The Central Federal Lands Highway Division (CFLHD) of the Federal Highway Administration (FHWA), in cooperation with the US Forest Service, Inyo National Forest (INF), the Town of Mammoth Lakes (TOML), and the National Park Service, Devils Postpile National Monument (DEPO) are proposing improvements to Reds Meadow Road. Reds Meadow Road is 8.3 miles long and provides the only access to several Inyo National Forest campgrounds, day use parking areas, trailheads, horse camp and equestrian facilities, Minaret Vista entrance station, Devils Postpile National Monument, and Reds Meadow Resort and Pack Station. Reds Meadow is a popular area for outdoor recreation, including access for the John Muir and Pacific Crest Trails, and is important to the local tourism economy during the summer. The proposed project includes reconstruction and widening of the upper 2.5 miles to two lanes and rehabilitating the existing two-lane pavement width in the lower 5.8 miles.
Purpose
The purpose of the overall project is to improve the deteriorated condition of Reds Meadow Road and improve mobility, so as to continue to provide access to recreational resources. These improvements would facilitate emergency responses in the valley and the U.S. Forest Service goal of enhancing traffic safety by reducing the likelihood of a vehicular crash.
Need
The need to improve the deteriorated condition and mobility on Reds Meadow Road is driven by the presence of the following roadway conditions and design deficiencies that affect its operational condition:

Insufficient roadway widths
Structurally deficient pavement conditions
Sub-grade settlement and fill slope movement
Poor surface drainage and non-functioning ditches
Substandard sight distances, narrow shoulders, and road side hazards

For additional information about the project, visit the Mammoth Lakes, California website: http://www.townofmammothlakes.ca.gov/index.aspx?NID=758
Official USFS Project Information Page https://www.fs.usda.gov/detail/inyo/alerts-notices/?cid=fseprd1127643”",Under Construction,,Advertise: Fall 2022,,,,"Project Manager:  Braden Peters, Federal Highway Administration, USDOT",,
65,6bef57e8-cc1e-430d-93b9-7ce7fb4d3056,California,US-CA,,https://highways.dot.gov/federal-lands/projects/ca/cima,HighwaysDotGov,"San Bernardino County, California",,Cima Road,"Project DevelopmentCima Road, Route 12 is a 15-mile long corridor from Kelso Cima Road to Ivanpah Road. It is a key link between Interstate 40 and 15, posted at 55mph with an approximate ADT of 650. The roadway width varies from 22 feet to 24 feet. The route is characterized by extremely soft shoulders, with numerous low water crossings. The proposed project includes: increasing the roadway width to a consistent 26 feet; providing low water crossings; improving safety, updated signing, pavement markings and paved pullouts.  Additionally, the Project will provide spot location improvements to Kelbaker Road, Route 10 consisting of low water crossings and pavement rehabilitation.",Under Construction,,Advertise: Fall/Winter 2022Construction: Spring 2023 - Summer 2024,,,,"Project Manager:  Neil Ogden, Federal Highway Administration, USDOT",,
66,17a36b68-0b14-40ee-be6a-dff1a087702d,California,US-CA,,https://highways.dot.gov/federal-lands/projects/ca/nps-pp-2021-1,HighwaysDotGov,"Contra Costa, Marin, San Mateo & San Francisco, California",,San Francisco Bay Area Pavement Preservation,Project work: Resurfacing pavement.,Under Construction,,,,,,"Project Manager:  Kevin Gray, Federal Highway Administration, USDOT",,
67,40863b2a-cf32-4213-9f4a-99364872e515,California,US-CA,,https://highways.dot.gov/federal-lands/projects/ca/pavement-preservation-seki-phase-i-pavement-preservation-seki-phase-ii,HighwaysDotGov,"Fresno and Tulare, California",,Pavement Preservation SEKI Phase I and Pavement Preservation SEKI Phase II,Project Description:ResurfacingNewsletter:,Under Construction,,,,,,"Project Manager:  Kevin Gray, Federal Highway Administration, USDOT",,
68,5ef0d17c-4323-4c5d-9c3a-5932ee8de321,California,US-CA,,https://highways.dot.gov/federal-lands/projects/ca/nps-pp-manz-2019-1,HighwaysDotGov,"Lone Pine, California",,Pavement Preservation Manzanar,"Project OverviewThe project will provide pavement marking throughout the Mohave National Preserve and micro surfacing pavement preservation treatments on the roads and parking areas at the Manzanar National Historic Site. The fresh striping will provide better lane visibility and the pavement preservation treatment will extend the life of the asphalt pavements. The project will include pavement patching, crack sealing & filling, micro surfacing, and pavement markings.The project is consists of 120 square yards of patching, 3 miles of crack sealing, 500 lineal feet of crack filling, 66,000 square yards micro surfacing, and pavement marking on approximate 150 miles of roads and parking areas.NewslettersFebruary 11, 2020February 21, 2020February 28, 2020March 6, 2020March 13, 2020March 20, 2020March 27, 2020April 3, 2020April 10, 2020April 17, 2020",Completed,,,,,,"Project Engineer:  Don Brouillard, Federal Highway Administration, USDOT",,
69,4350e9cc-16fa-4116-83a7-e16c715389ac,California,US-CA,,https://highways.dot.gov/federal-lands/projects/ca/nps-pp-lavo-2019-2,HighwaysDotGov,"Shasta county, California",,Pavement Preservation Lassen,Project DescriptionType of construction during this project includes: resurfacing.,Completed,,,,,,"Project Manager:  Kevin Gray, Federal Highway Administration, USDOT",,
70,2aac1b9c-a0c7-4e9b-9072-083770e50765,California,US-CA,,https://ocip.ocpublicworks.com//page/canyon-bridges-replacement-project,Publicworks.com,,,Canyon Bridges Replacement Project,"OC Public Works will remove and replace four bridges, with three located in Silverado Canyon and one in Modjeska Canyon. The bridges planned for replacement are 2-lane steel bridges built in the 1930s and 1940s. The new bridges are designed to enhance safety and access for residents and area motorists by bringing the structures up to current design standards.",Silverado Canyon Road and Modjeska Canyon Road,,"20/21, 21/22",,,,,,
71,2e589615-f316-4f97-a1cb-4e59f7465806,California,US-CA,,https://ocip.ocpublicworks.com//service-areas/oc-infrastructure-programs/projects-and-studies/road-and-bridge/santa-ana-ave-university-dr-roadway-improvements-community-park,Publicworks.com,,,Santa Ana Ave & University Dr. Roadway Improvements & Community Park,"In August 2018, the office of Orange County District 2 Supervisor Michelle Steel received a collection of signatures from local residents to construct a “Pocket Park” on the Northeast corner of University Drive and Santa Ana Avenue in Eastside Costa Mesa. The Second District shared the signature list with OC Public Works in an effort to develop a project that would fulfill the request of the community.  In addition to the park improvements, the project included pavement and drainage improvements, storm water quality and ADA ramps improvements at the intersection.",Northeast corner of University Drive and Santa Ana Avenue in the Unincorporated Orange County area of Eastside Costa Mesa. Completed March 2021.,,20/21,,,,,,
72,aba9eec0-d162-4068-83d9-5cab673b38a0,California,US-CA,,https://ocip.ocpublicworks.com//page/santa-clara-and-prospect-avenue-drainage-improvements-and-sidewalk-gap-closure,Publicworks.com,,,Santa Clara and Prospect Avenue Drainage Improvements and Sidewalk Gap Closure,"In April 2019, OC Public Works received an inquiry from an area resident regarding flooding at the intersection of Santa Clara Avenue and Prospect Avenue., which prompted staff to conduct a further investigation of the area.

Upon further inspection, OC Public Works identified a solution that would improve drainage and mitigate pooling water during and following rain events. In addition to the drainage improvements, staff identified a gap in the local sidewalk network. The gap, which stretches along the west side of Prospect Avenue from south of Santa Clara Avenue to just south of Rainier Drive, is a critical missing link in the area’s pedestrian infrastructure.

In an effort to enhance mobility, and to increase accessibility for all roadway users, OC Public Works is proposing to close the gap in the sidewalk network while simultaneously improving drainage issues in the area.",The project consists of constructing drainage and sidewalk improvements.,,21/22,,,,,,
73,233943c8-6e55-4c54-916d-d4df6724b148,California,US-CA,,https://ocip.ocpublicworks.com//page/santiago-canyon-road-safety-improvements-project,Publicworks.com,,,Santiago Canyon Road Safety Improvements,"Based on traffic accident data along Santiago Canyon Road and field evaluations by traffic engineering experts, OC Public Works has been working on a series of various safety measures to enhance the safety for drivers, cyclists, pedestrians and others.","The project consists of providing high friction surface treatment, installing flashing beacons, delineators, reflectors, rumble strips, upgrading of signage, and increasing bicycle safety by striping a buffer zone.",,20/21,,,,,,
74,1f7c46f7-b4cd-4c61-97ad-68c72bfecffb,California,US-CA,,https://ocip.ocpublicworks.com//page/trabuco-canyon-road-bridge-replacement-project,Publicworks.com,,,Trabuco Canyon Road Bridge Replacement Project,"The bridge located along Trabuco Canyon Road, between Rose Canyon Road and Trabuco Creek Road, is nearing the end of its service life and has required repeated maintenance following significant rainstorms.",The project consists of replacing the existing bridge with a new bridge of adequate lane width which will also address overtopping during storm events.,,22/23,,,,,,
75,0b5c8a2a-0df6-4d55-b6a8-b1f37e90b0fb,California,US-CA,,https://ocip.ocpublicworks.com/service-areas/oc-infrastructure-programs/projects-and-studies/santa-ana-delhi-channel-improvement,Publicworks.com,,,Santa Ana-Delhi Channel Improvement Project,"Thank you for your interest in the upcoming Santa Ana-Delhi Channel Improvement Project. Join us for a community open house on Monday, July 24, 2023, from 5-7 p.m. at the Muth Interpretive Center in Newport Beach. For more information and to download our event flyer, please visit our event page.",Planned improvements along the flood control channel area include addressing erosion along the channel sides and replacing the Bayview Trail Pedestrian Bridge.,,,,,,,,
76,544f049f-35e4-4a37-a37b-74cc1af2734b,California,US-CA,,https://ocip.ocpublicworks.com//page/east-garden-grove-wintersburg-channel-project,Publicworks.com,,,East Garden Grove-Wintersburg Channel Project,"The East Garden Grove-Wintersburg Channel Improvement Project was officially completed in March 2023.
Read and download the Notice of Project Completion.","Warner Avenue to Goldenwest Street, Huntington Beach (Complete)",,20/21,,,,,,
77,3e9face3-7e1d-491e-abaf-8ad304cfab55,California,US-CA,,https://ocip.ocpublicworks.com//gov/pw/flood/nfc/yorbastreet,Publicworks.com,,,Yorba Street Drainage & Roadway Improvements,"OC Public Works is currently planning improvements along a portion of Yorba Street in unincorporated Santa Ana designed to reduce flooding, reduce the need for frequent roadway maintenance and improve pedestrian safety.  These include (1) road and water drainage improvements and (2) potential sidewalk improvements, as described below.","Planned improvements along a portion of Yorba Street in unincorporated Santa Ana designed to reduce flooding, reduce the need for frequent roadway maintenance and improve pedestrian safety.",,21/22,,,,,,
78,0b303e48-d512-48f7-9905-16fbc337cdc2,California,US-CA,,https://ocip.ocpublicworks.com//gov/pw/flood/nfc/sjc,Publicworks.com,,,San Juan Creek Flood Risk Management Feasibility Study,"The San Juan Creek Flood Risk Management Feasibility Study is a joint study between the United States Army Corps of Engineers and the Orange County Flood Control District. The purpose of this feasibility study is to evaluate flood risk management alternative measures along the lower portions of San Juan, Trabuco, and Oso Creeks. The San Juan Creek Watershed encompasses approximately 176 square miles of southern Orange County and western Riverside County in southern California. The study is a spinoff of the earlier San Juan Creek Watershed Management study, with a focus on flood control in the lower portions of the watershed.",Project Study,,,,,,,,
79,5f942829-4f6b-4202-a3ff-e961d7792be5,California,US-CA,,https://ocip.ocpublicworks.com/service-areas/oc-infrastructure-programs/projects-and-studies/oc-loop-bikeway-segments-opq,Publicworks.com,,,"OC Loop Segments O,P,Q",Design Community Outreach,Bridges the 1.6-mile gap in existing Coyote Creek Bikeway,,24/25,,,,,,
